club_name,player_name,club_involved_name,transfer_movement,transfer_period,fee_cleaned,league_name,Squad,country
FC Barcelona,Emerson Royal,Clube Atlético Mineiro,in,Winter,12.0,Primera Division,Clube Atlético Mineiro,Other
FC Barcelona,Jeison Murillo,Valencia CF,in,Winter,1.2,Primera Division,Valencia CF,Spain
Girona FC,Raúl Carnero,CD Leganés,in,Winter,0.0,Primera Division,CD Leganés,Spain
RCD Espanyol Barcelona,Facundo Ferreyra,SL Benfica,in,Winter,2.2,Primera Division,SL Benfica,Portugal
RCD Espanyol Barcelona,Alfa Semedo,SL Benfica,in,Winter,0.4,Primera Division,SL Benfica,Portugal
Real Betis Balompié,Emerson Royal,FC Barcelona,in,Winter,6.0,Primera Division,FC Barcelona,Spain
Sevilla FC,Munir El Haddadi,FC Barcelona,in,Winter,1.05,Primera Division,FC Barcelona,Spain
Sevilla FC,Marko Rog,SSC Napoli,in,Winter,0.5,Primera Division,SSC Napoli,Italy
Valencia CF,Rubén Sobrino,Deportivo Alavés,in,Winter,5.0,Primera Division,Deportivo Alavés,Spain
SD Huesca,Javi Galán,Córdoba CF,in,Winter,1.0,Primera Division,Córdoba CF,Spain
Rayo Vallecano,Stole Dimitrievski,Gimnàstic de Tarragona,in,Winter,0.9,Primera Division,Gimnàstic de Tarragona,Spain
Rayo Vallecano,Alejandro Catena,CF Reus Deportiu,in,Winter,0.0,Primera Division,CF Reus Deportiu,Spain
Rayo Vallecano,Franco Di Santo,FC Schalke 04,in,Winter,0.0,Primera Division,FC Schalke 04,Germany
Real Valladolid CF,Sergi Guardiola,Córdoba CF,in,Winter,3.0,Primera Division,Córdoba CF,Spain
Real Valladolid CF,Álvaro Aguado,Córdoba CF,in,Winter,2.0,Primera Division,Córdoba CF,Spain
FC Barcelona,Neto,Valencia CF,in,Summer,26.0,Primera Division,Valencia CF,Spain
FC Barcelona,Pedri,UD Las Palmas,in,Summer,17.5,Primera Division,UD Las Palmas,Spain
FC Barcelona,Marc Cucurella,SD Eibar,in,Summer,4.0,Primera Division,SD Eibar,Spain
